path_czi,channel_signal,channel_target,structureProteinName,colony_position
data/alpha_tubulin/3500000765_100X_20170328_2-Scene-02-P5-D04.czi,6,3,Alpha tubulin,r
data/alpha_tubulin/3500000781_100X_20170331_r2-Scene-09-P32-D08.czi,6,3,Alpha tubulin,r
data/alpha_tubulin/3500000684_100X_20170307_E08_P48.czi,6,3,Alpha tubulin,r
data/alpha_tubulin/3500000757_100X_20170327_3-Scene-02-P5-D04.czi,6,3,Alpha tubulin,r
data/alpha_tubulin/3500000781_100X_20170331_r2-Scene-06-P23-D08.czi,6,3,Alpha tubulin,r
data/alpha_tubulin/3500000757_100X_20170327_4-Scene-07-P48-D07.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000781_100X_20170331_e-Scene-09-P27-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_4-Scene-04-P39-D07.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_7-Scene-03-P58-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_7-Scene-01-P55-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_7-Scene-04-P59-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000765_100X_20170328_6-Scene-01-P30-D05.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000765_100X_20170328_3-Scene-02-P6-D04.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_4-Scene-02-P33-D06.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_7-Scene-08-P65-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000765_100X_20170328_3-Scene-01-P3-D04.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_4-Scene-01-P30-D06.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_7-Scene-07-P64-D08.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000757_100X_20170327_4-Scene-08-P51-D07.czi,6,3,Alpha tubulin,e
data/alpha_tubulin/3500000781_100X_20170331_e-Scene-05-P15-D06.czi,6,3,Alpha tubulin,e
