path_czi,channel_signal,channel_target,structureProteinName,colony_position
data/beta_actin/3500001222_100X_20170822_4-Scene-11-P35-F06.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-22-P22-E07.czi,6,3,Beta actin,
data/beta_actin/3500001222_100X_20170822_3-Scene-12-P24-E07.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-16-P16-E06.czi,6,3,Beta actin,
data/beta_actin/3500001221_100X_20170822_1-Scene-5-P5-E08.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_1-Scene-10-P10-E04.czi,6,3,Beta actin,
data/beta_actin/3500001221_100X_20170822_4-Scene-05-P26-F08.czi,6,3,Beta actin,
data/beta_actin/3500001222_100X_20170822_2-Scene-06-P8-E05.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-27-P27-E07.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_1-Scene-16-P16-E07.czi,6,3,Beta actin,
data/beta_actin/3500001199_100X_20170818_16_184_1-Scene-07-P7-E04.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_2-Scene-14-P34-F04.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-29-P29-E07.czi,6,3,Beta actin,
data/beta_actin/3500001199_100X_20170818_16_184_2-Scene-02-P32-E07.czi,6,3,Beta actin,
data/beta_actin/3500001222_100X_20170822_3-Scene-01-P13-E06.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_1-Scene-15-P15-E07.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_1-Scene-03-P3-E04.czi,6,3,Beta actin,
data/beta_actin/3500001238_10X_20170828_2-Scene-05-P8-E05.czi,6,3,Beta actin,
data/beta_actin/3500001199_100X_20170818_16_184_1-Scene-01-P1-E04.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-06-P6-E05.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_2-Scene-01-P21-E08.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-11-P11-E06.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-08-P8-E05.czi,6,3,Beta actin,
data/beta_actin/3500001221_100X_20170822_2-Scene-01-P9-E08.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-31-P31-E07.czi,6,3,Beta actin,
data/beta_actin/3500001245_100X_20170828_1-Scene-11-P11-E07.czi,6,3,Beta actin,
data/beta_actin/3500001200_100X_20170818_1-Scene-15-P15-E06.czi,6,3,Beta actin,
data/beta_actin/3500001222_100X_20170822_4-Scene-08-P32-F05.czi,6,3,Beta actin,
data/beta_actin/3500001221_100X_20170822_5-Scene-2-P37-F05.czi,6,3,Beta actin,
data/beta_actin/3500001222_100X_20170822_4-Scene-06-P30-F05.czi,6,3,Beta actin,
data/beta_actin/3500001308_100X_20170919_1r-Scene-2-P5-E05.czi,6,3,Beta actin,r
data/beta_actin/3500001308_100X_20170919_5r-Scene-4-P41-F05.czi,6,3,Beta actin,r
data/beta_actin/3500001307_100X_20170919_16_184_1r-Scene-06-P17-F05.czi,6,3,Beta actin,r
data/beta_actin/3500001310_100X_20170919_2r-Scene-5-P41-F05.czi,6,3,Beta actin,r
data/beta_actin/3500001309_100X_20170919_16_184_1r-Scene-14-P41-F08.czi,6,3,Beta actin,r
data/beta_actin/3500001308_100X_20170919_4r-Scene-1-P29-F04.czi,6,3,Beta actin,r
data/beta_actin/3500001307_100X_20170919_16_184_1r-Scene-01-P2-E05.czi,6,3,Beta actin,r
data/beta_actin/3500001310_100X_20170919_2r-Scene-2-P32-F06.czi,6,3,Beta actin,r
data/beta_actin/3500001309_100X_20170919_16_184_1r-Scene-02-P5-E04.czi,6,3,Beta actin,r
data/beta_actin/3500001309_100X_20170919_16_184_1r-Scene-13-P38-F08.czi,6,3,Beta actin,r
data/beta_actin/3500001307_100X_20170919_16_184_1r-Scene-09-P26-F06.czi,6,3,Beta actin,r
data/beta_actin/3500001307_100X_20170919_16_184_1r-Scene-11-P32-F07.czi,6,3,Beta actin,r
data/beta_actin/3500001310_100X_20170919_1r-Scene-01-P2-F08.czi,6,3,Beta actin,r
data/beta_actin/3500001308_100X_20170919_5r-Scene-7-P50-F07.czi,6,3,Beta actin,r
data/beta_actin/3500001308_100X_20170919_5r-Scene-2-P35-F04.czi,6,3,Beta actin,r
data/beta_actin/3500001310_100X_20170919_2e-Scene-1-P34-F06.czi,6,3,Beta actin,e
data/beta_actin/3500001308_100X_20170919_3e-Scene-03-P31-F04.czi,6,3,Beta actin,e
data/beta_actin/3500001308_100X_20170919_3e-Scene-01-P25-E08.czi,6,3,Beta actin,e
data/beta_actin/3500001309_100X_20170919_16_184_1e-Scene-08-P22-E08.czi,6,3,Beta actin,e
data/beta_actin/3500001309_100X_20170919_16_184_1e-Scene-06-P16-E07.czi,6,3,Beta actin,e
data/beta_actin/3500001310_100X_20170919_2e-Scene-2-P37-F05.czi,6,3,Beta actin,e
data/beta_actin/3500001307_100X_20170919_16_184_1e-Scene-06-P16-F05.czi,6,3,Beta actin,e
data/beta_actin/3500001310_100X_20170919_1e-Scene-05-P13-E08.czi,6,3,Beta actin,e
data/beta_actin/3500001310_100X_20170919_1e-Scene-03-P7-F08.czi,6,3,Beta actin,e
data/beta_actin/3500001310_100X_20170919_1e-Scene-02-P4-F08.czi,6,3,Beta actin,e
data/beta_actin/3500001308_100X_20170919_3e-Scene-06-P40-F05.czi,6,3,Beta actin,e
data/beta_actin/3500001310_100X_20170919_1e-Scene-04-P10-E08.czi,6,3,Beta actin,e
data/beta_actin/3500001309_100X_20170919_16_184_1e-Scene-01-P1-E04.czi,6,3,Beta actin,e
data/beta_actin/3500001308_100X_20170919_3e-Scene-02-P28-F04.czi,6,3,Beta actin,e
data/beta_actin/3500001308_100X_20170919_3e-Scene-05-P37-F05.czi,6,3,Beta actin,e
