path_czi,channel_signal,channel_target,structureProteinName,colony_position
data/lamin_b1/3500000922_100X_20170522_2-Scene-07-P27-E06.czi,6,3,Lamin B1,
data/lamin_b1/3500000949_100X_20170531_6-Scene-4-P15-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000915_100X_20170519_2-Scene-03-P3-E06.czi,6,3,Lamin B1,
data/lamin_b1/3500000943_100X_20170530_5-Scene-4-P18-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000913_100X_20170519_6-Scene-05-P53-F05.czi,3,1,Lamin B1,
data/lamin_b1/3500000924_100X_20170522_4-Scene-03-P41-F04.czi,3,1,Lamin B1,
data/lamin_b1/3500000953_100X_20170607_1c-Scene-2-P8-F08.czi,6,3,Lamin B1,
data/lamin_b1/3500000926_100X_20170523_2-Scene-09-P19-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000876_100X_20170508_2-Scene-06-P16-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000958_10X_20170606_3-Scene-08-P26-E06.czi,6,3,Lamin B1,
data/lamin_b1/3500000884_100X_20170509_3-Scene-10-P30-E07.czi,6,3,Lamin B1,
data/lamin_b1/3500000875_100X_20170508_11-Scene-4-P34-E06.czi,3,1,Lamin B1,
data/lamin_b1/3500000875_100X_20170508_6-Scene-1-P13-F04.czi,3,1,Lamin B1,
data/lamin_b1/3500000958_10X_20170606_4-Scene-02-P29-E07.czi,6,3,Lamin B1,
data/lamin_b1/3500000884_100X_20170509_2-Scene-07-P7-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000933_100X_20170523_3-Scene-4-P10-E05.czi,3,1,Lamin B1,
data/lamin_b1/3500000913_100X_20170519_5-Scene-6-P46-E08.czi,3,1,Lamin B1,
data/lamin_b1/3500000915_100X_20170519_1-Scene-6-P58-E05.czi,6,3,Lamin B1,
data/lamin_b1/3500000933_100X_20170523_7-Scene-08-P31-E07.czi,3,1,Lamin B1,
data/lamin_b1/3500000875_100X_20170508_12-Scene-2-P36-E06.czi,3,1,Lamin B1,
data/lamin_b1/3500000915_100X_20170519_3-Scene-29-P52-F08.czi,6,3,Lamin B1,
data/lamin_b1/3500000958_10X_20170606_3-Scene-01-P19-E06.czi,6,3,Lamin B1,r
data/lamin_b1/3500000958_10X_20170606_3-Scene-04-P22-E06.czi,6,3,Lamin B1,r
data/lamin_b1/3500000958_10X_20170606_5-Scene-10-P46-F04.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_2r-Scene-1-P13-E05.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_5r_c-Scene-5-P44-F08.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_4r-Scene-3-P33-F05.czi,6,3,Lamin B1,r
data/lamin_b1/3500000954_100X_20170607_2-Scene-10-P22-E07.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_3r-Scene-2-P23-F04.czi,6,3,Lamin B1,r
data/lamin_b1/3500000954_100X_20170607_3-Scene-5-P29-E08.czi,6,3,Lamin B1,r
data/lamin_b1/3500000958_10X_20170606_5-Scene-13-P49-F04.czi,6,3,Lamin B1,r
data/lamin_b1/3500000958_10X_20170606_4-Scene-01-P28-E07.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_2r-Scene-2-P14-E05.czi,6,3,Lamin B1,r
data/lamin_b1/3500000956_100X_20170606_4r-Scene-1-P31-F05.czi,6,3,Lamin B1,r
data/lamin_b1/3500000958_10X_20170606_4-Scene-07-P34-E07.czi,6,3,Lamin B1,r
data/lamin_b1/3500000953_100X_20170607_2r-Scene-1-P13-F07.czi,6,3,Lamin B1,r
data/lamin_b1/3500000953_100X_20170607_2e-2-Scene-2-P12-F07.czi,6,3,Lamin B1,e
data/lamin_b1/3500000956_100X_20170606_3e-Scene-3-P21-F04.czi,6,3,Lamin B1,e
data/lamin_b1/3500000953_100X_20170607_1e-Scene-3-P3-F08.czi,6,3,Lamin B1,e
data/lamin_b1/3500000956_100X_20170606_2e-Scene-1-P10-E05.czi,6,3,Lamin B1,e
data/lamin_b1/3500000958_10X_20170606_3-Scene-09-P27-E06.czi,6,3,Lamin B1,e
data/lamin_b1/3500000954_100X_20170607_1-Scene-08-P8-E05.czi,6,3,Lamin B1,e
data/lamin_b1/3500000956_100X_20170606_1e-Scene-1-P1-E04.czi,6,3,Lamin B1,e
data/lamin_b1/3500000953_100X_20170607_5e-Scene-2-P38-E05.czi,6,3,Lamin B1,e
data/lamin_b1/3500000953_100X_20170607_2e-2-Scene-1-P11-F07.czi,6,3,Lamin B1,e
data/lamin_b1/3500000958_10X_20170606_3-Scene-06-P24-E06.czi,6,3,Lamin B1,e
data/lamin_b1/3500000958_10X_20170606_1-Scene-01-P1-E04.czi,6,3,Lamin B1,e
data/lamin_b1/3500000956_100X_20170606_1e-Scene-3-P3-E04.czi,6,3,Lamin B1,e
data/lamin_b1/3500000954_100X_20170607_4-Scene-08-P38-F05.czi,6,3,Lamin B1,e
data/lamin_b1/3500000958_10X_20170606_1-Scene-04-P4-E04.czi,6,3,Lamin B1,e
data/lamin_b1/3500000956_100X_20170606_4e-Scene-1-P28-F05.czi,6,3,Lamin B1,e
