path_czi,channel_signal,channel_target,structureProteinName,colony_position
data/sec61_beta/3500001205_100X_20170818_3e-Scene-4-P40-F08.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_2e-Scene-1-P10-E08.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_1e-Scene-2-P4-E06.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001175_100X_20170811_1e-Scene-14-P40-E08.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001217_100X_20170821_1e-Scene-15-P43-F07.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001175_100X_20170811_1e-Scene-03-P7-E04.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_1e-Scene-1-P1-E06.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001175_100X_20170811_1e-Scene-15-P43-E08.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_3e-Scene-2-P34-F05.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_3e-Scene-5-P43-F08.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001175_100X_20170811_1e-Scene-06-P16-E05.czi,6,3,Sec61 beta,e
data/sec61_beta/3500001205_100X_20170818_2e-Scene-2-P13-E08.czi,6,3,Sec61 beta,e
